id;url;hashtags;creation_date
69;https://github.com/pmndrs/zustand;zustand,react,state,repository;1621551025.0
70;https://github.com/pmndrs/jotai;jotai,state,react,repository;1621551091.0
71;https://github1s.com/;github,vscode,repositories,viewer;1623607147.0
72;https://akshay.rocks/;resources,web,user,learn;1624819059.0
73;https://jitter.video/;jitter,design,motion,animate,video;1626109749.0
74;https://revealjs.com/;revealjs,presentations,framework,html;1626117853.0
75;https://github.com/jquense/yup;yup,validation,parsing,forms,schema;1626635814.0
76;https://choosealicense.com/;choosealicense,license;1626897313.0
77;https://github.com/Microsoft/monaco-editor;monaco,editor,code,code;1627330419.0
78;https://www.fastify.io/;fastify,web,nodejs,api,server;1629137786.0
79;https://www.skypack.dev/;skypack,npm,packages,tools,import;1629138450.0
80;https://swc.rs/;swc,compiler,faster,bundle;1629651603.0
81;https://sli.dev/;sli,slides,presentation;1630138508.0
82;https://exploringjs.com/;exploringjs,book,javascript,learn;1631823895.0
83;https://github.com/developit/mitt;mitt,events,event;1633719521.0
84;https://opensource.adobe.com/spectrum-web-components/;spectrum,web,adobe;1635796160.0
85;https://webassembly.org/;webassembly,wasm,web,web;1635796824.0
86;https://swiperjs.com/;swiperjs,slider,carousels,javascript,react;1637092424.0
87;https://globster.xyz/;globster,patters,glob,tester;1637705360.0
89;https://upstash.com/;upstash,serverless,redis,kafka;1638565110.0
90;https://swr.vercel.app/;swr,data,react,ajax,fetch;1638565454.0
91;https://www.floating-ui.com/;floating,tooltip,positioning,popovers;1638826423.0
92;https://headlessui.dev/;headlessui,ui,unstyled,components;1638826490.0
93;https://www.transition.style/;ransition,transition,css,effects;1638826548.0
94;https://github.com/shuding/cobe;cobe,globe,webgl,world;1639426479.0
95;https://tabler-icons.io/;tabler,icons,svg;1640455253.0
96;https://www.patterns.dev/;patterns,learn,design,components;1640520559.0
97;https://web.dev/learn/css/;css,learn,learn;1640520612.0
98;https://www.learnwithjason.dev/;learnwithjason,learn,teacher,youtuber,twitch;1640520705.0
99;https://ray.so/;ray,code,photo,image;1640636663.0
100;https://exploringjs.com/;exploringjs,javascript,books,programmers;1641239303.0
101;https://svgwave.in/;svgwave,wave,svg;1641420837.0
102;https://griddy.io/;griddy,grid,css,learn,layout;1641423586.0
103;https://illlustrations.co;illlustrations,illustrations,design,resources;1641423672.0
104;https://undraw.co;undraw,illustrations,design,resources;1641423705.0
105;https://2.flexiple.com/scale/home;flexiple,illustrations,design,resources;1641423746.0
106;https://www.manypixels.co/;manypixels,illustrations,design,resources;1641423776.0
107;https://www.shortcutfoo.com/;shortcutfoo,shortcut,learn,ide;1641423813.0
108;https://codingfantasy.com/games/flexboxadventure;codingfantasy,flexboxadventure,learn,flexbox;1641423884.0
109;https://codingfantasy.com/games/css-grid-attack;codingfantasy,css,learn,grid,css;1641423927.0
110;https://mastery.games/flexboxzombies/;mastery,flexboxzombies,learn,flexbos,css;1641424057.0
111;https://app.haikei.app/;haikei,cavas,svg;1641424130.0
112;https://www.svgbackgrounds.com/;svgbackgrounds,backgrounds,svg;1641424172.0
113;https://yqnn.github.io/svg-path-editor/;svg,svg;1641424255.0
114;https://csslayout.io/;csslayout,css,layout;1641424289.0
115;https://the-echoplex.net/flexyboxes/;the,flexyboxes,css,flexbox,learn;1641424332.0
116;https://learngitbranching.js.org/;learngitbranching,learn,git;1641424399.0
117;https://cssgrid-generator.netlify.app;cssgrid,grid,css,generator;1641424448.0
119;https://svgwave.in/;svgwave,wave,svg,saved;1641505928.0
120;https://griddy.io/;griddy,grid,css,learn,layout;1641506047.0
121;https://illlustrations.co;illlustrations,illustrations,design,resources;1641506053.0
122;https://undraw.co;undraw,illustrations,design,resources;1641506059.0
123;https://2.flexiple.com/scale/home;flexiple,illustrations,design,resources;1641506134.0
124;https://www.manypixels.co/;manypixels,illustrations,design,resources;1641506139.0
125;https://www.shortcutfoo.com/;shortcutfoo,shortcut,learn,ide;1641506145.0
126;https://codingfantasy.com/games/flexboxadventure;codingfantasy,flexboxadventure,learn,flexbox;1641506150.0
127;https://codingfantasy.com/games/css-grid-attack;codingfantasy,css,learn,grid,css;1641506155.0
128;https://mastery.games/flexboxzombies/;flexboxzombies,learn,flexbos,css;1641506159.0
129;https://app.haikei.app/;haikei,cavas,svg;1641506249.0
130;https://www.svgbackgrounds.com/;svgbackgrounds,backgrounds,svg;1641506257.0
131;https://yqnn.github.io/svg-path-editor/;svg,svg;1641506261.0
132;https://csslayout.io/;csslayout,css,layout;1641506267.0
133;https://the-echoplex.net/flexyboxes/;the,flexyboxes,css,flexbox,learn;1641506271.0
134;https://learngitbranching.js.org/;learngitbranching,learn,git;1641506275.0
135;https://cssgrid-generator.netlify.app;cssgrid,grid,css,generator;1641506279.0
136;https://semver.npmjs.com/;semver,npmjs,npm,versions;1641846133.0
137;https://www.radix-ui.com/;radix,interface,components,unstyled;1642104573.0
138;https://svgporn.com/;svgporn,svg,resourcers;1642105110.0
139;https://codeimg.io/;codeimg,code,image,generator;1642712665.0
140;https://carbon.now.sh/;carbon,code,image,source,generator;1642712670.0
141;https://www.framer.com/motion/;framer,motion,animation;1643407970.0
142;https://www.svgator.com/;svgator,svg,animate;1645876849.0
143;https://www.designresourc.es/;designresourc,design,resources;1645897867.0
144;https://github.com/timc1/kbar;kbar,react,shortcuts,spotlight;1646250442.0
145;https://devhints.io/;devhints,learn,docs;1650107429.0
146;https://cssreference.io/;cssreference,cheatsheets,learn,docs,guide;1650107501.0
147;https://devdocs.io/;devdocs,documentation,learn,docs,guide;1650107550.0
148;https://www.joshwcomeau.com/;joshwcomeau,learning,tutorials;1650396610.0
149;https://github.com/jwasham/coding-interview-university;coding,interview,questions,learning;1651431125.0
150;https://github.com/DopplerHQ/awesome-interview-questions;awesome,interview,questions,learning;1651431132.0
151;https://github.com/yangshun/tech-interview-handbook;tech,interview,questions,learning;1651431138.0
152;https://odb.dev/;odb,api,database,mock;1651691491.0
153;https://github.com/naver/egjs-infinitegrid;egjs,grid,masonry,layout;1652778731.0
154;https://97-things-every-x-should-know.gitbooks.io/97-things-every-programmer-should-know/content/en/;learn,coders,rules;1652778737.0
156;https://dribbble.com/;dribbble,design,resources,template;1652990598.0
157;https://merakiui.com/;merakiui,components,tailwind,interface;1654430169.0
158;https://tailblocks.cc/;tailblocks,blocks,components,tailwind,interface;1654430234.0
159;https://www.hyperui.dev/;hyperui,components,tailwind,interface;1654430273.0
160;https://reacthaiku.online/;reacthaiku,react,hooks,utilities;1654430315.0
161;https://excalidraw.com/;excalidraw,whiteboard,diagram,draw;1655235372.0
162;https://payloadcms.com/;payloadcms,cms,headless;1655409370.0
163;https://openmoji.org/;openmoji,icon,emoji,svg;1655499143.0
164;https://flowbite.com/;flowbite,tailwind,css,components;1655928654.0
165;https://qwik.builder.io/;qwik,framework,javascript;1660668494.0
166;https://astro.build/;astro,framework,javascript;1660668532.0
167;https://github.com/elbywan/wretch;fetch,javascript,ajax,http;1671475948.0
168;https://github.com/lovell/sharp;sharp,image,performance,node,javascript,image;1673123908.0
169;https://roughjs.com/;roughjs,graphics,sketchy,diagram,draw;1674582542.0
170;https://cohere.ai/;cohere,nlp,classify,artificial;1674582827.0
171;https://xsgames.co/animatiss/;animatriss,css,animations;1679936715.0
172;https://www.totaltypescript.com/;totaltypescript,typescript,learn;1679936784.0
173;https://www.prisma.io/;prisma,database,node,orm;1683049213.0
174;https://www.cockroachlabs.com/;cockroachlabs,database,node;1683049263.0
175;https://github.com/wbkd/react-flow;react,diagram,flow;1684249621.0
176;https://github.com/wbkd/react-flow;react,diagram,flow;1685471498.0
177;https://www.sitespeed.io/;sitespeed,analyse,speedtest,optimise;1685471579.0
178;https://linear.app/;linear,roadmaps,sprint,product;1686848918.0
179;https://miro.com/es/;miro,board,draw,collaborate,paint;1691502350.0
